,agency,administering_org,primary_ownership_group,county,activity,category,activity_status,activity_acres,activity_end,shape_Length,shape_Area,source,project_type,activity_description,project_status,activity_start,date_proposed,date_certified,project_acres,fs_unit_name,fs_unit_id,rx_burn_id,gis_acres,rx_consum,pre_con_class,post_con_class,date_approved,date_expired,objective,activity_group,filter_year,department,cost_per_acre,id,Watershed,HUC8,WatershedGroup,category2,category3
5580,,Mehrizi Properties LLC,Mehrizi Properties LLC,Butte,Emergency Notice - Fire,Harvest,Complete,112.71778841,,3301.047904441415,456152.7059388027,CAL FIRE Emergency Notices,,North Complex Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5581,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5582,,Almed Capital LLC,Almed Capital LLC,Butte,"Emergency Notice - Financial, Fire",Harvest,Complete,28.59972872,,1380.0437580609246,115738.99585789174,CAL FIRE Emergency Notices,,North Complex Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5583,Middle Fork Feather,18020123,Feather,Harvest,Harvest
1950,USDA,USFS,Federal,Sierra,Thinning-Commercial,Harvest,Complete,81.85534243462902,,11023.46361405269,319229.43774395424,USFS Watershed Improvement Tracking (WIT),,051756 Dingo Commercial Thin 2015,,2015.0,,,,TAHOE NATIONAL FOREST,0517,,,,,,,,,Commercial Thinning,2015.0,nan,,1951,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5583,,"John Watkins, Christine Watkins","John Watkins, Christine Watkins",Butte,Emergency Notice - Fire,Harvest,Complete,50.23315439,,3267.737908061585,203286.3634468401,CAL FIRE Emergency Notices,,North Complex Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5584,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5584,,Larry Smith,Larry Smith,Butte,Emergency Notice - Fire,Harvest,Complete,20.57277819,,1521.710740372796,83255.07953571047,CAL FIRE Emergency Notices,,North Complex Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5585,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5590,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,1156.73085675,,47574.864060721775,4681123.696633741,CAL FIRE Emergency Notices,,North Complex Fire; Reported acreage exceeds mapped acreage,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5591,Middle Fork Feather,18020123,Feather,Harvest,Harvest
2440,USDA,USFS,Federal,Butte,Decommission-Treatment Scale 2,Restoration - Other,N/A,0.1313315973721637,,83.29990926987045,531.5905322942864,USFS Watershed Improvement Tracking (WIT),,21N25_TempRoad,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Decommissioning,,nan,,2441,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
2447,USDA,USFS,Federal,Butte,Thinning-Precommercial,Mechanical Fuels Reduction,Complete,26.368223199754667,,1305.6664564203957,106736.4906265238,USFS Watershed Improvement Tracking (WIT),,rearrangement of fuels,,2017.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Precommercial Thinning,2017.0,nan,,2448,Middle Fork Feather,18020123,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1949,USDA,USFS,Federal,Sierra,Thinning-Non-commercial,Mechanical Fuels Reduction,Complete,500.10291666325963,,654.7385029378825,3836.6522428465637,USFS Watershed Improvement Tracking (WIT),,051756 Independence Fuels Non Commercial Thinning 2021,,2021.0,,,,TAHOE NATIONAL FOREST,0517,,,,,,,,,General Thinning,2021.0,nan,,1950,Middle Fork Feather,18020123,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
160,CNRA,CALFIRE,PRIVATE_INDUSTRY,Butte,MASTICATION,Mechanical Fuels Reduction,Active,21.0,2022.0,1709.5970667962383,127749.80798457332,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Mastication,2022.0,CALFIRE,,161,Middle Fork Feather,18020123,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
10,CNRA,CALFIRE,STATE,Butte,PILE_BURN,Beneficial Fire,Active,2.0,2022.0,13232.549199585512,3699010.656847832,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Pile Burning,2022.0,CALFIRE,,11,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
9,CNRA,CALFIRE,STATE,Butte,PILE_BURN,Beneficial Fire,Active,1.0,2022.0,13232.549199585512,3699010.656847832,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Pile Burning,2022.0,CALFIRE,,10,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
8,CNRA,CALFIRE,STATE,Butte,PILE_BURN,Beneficial Fire,Active,1.0,2022.0,13232.549199585512,3699010.656847832,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Pile Burning,2022.0,CALFIRE,,9,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
7,CNRA,CALFIRE,STATE,Butte,PILE_BURN,Beneficial Fire,Complete,2.0,2022.0,13232.549199585512,3699010.656847832,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Pile Burning,2022.0,CALFIRE,,8,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
6,CNRA,CALFIRE,STATE,Butte,PILE_BURN,Beneficial Fire,Complete,8.0,2022.0,13232.549199585512,3699010.656847832,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Pile Burning,2022.0,CALFIRE,,7,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
5581,,Wanda Butterfield Revocable Trust,Wanda Butterfield Revocable Trust,Butte,Emergency Notice - Fire,Harvest,Complete,114.80420895,,3274.4171973055054,464596.1502987402,CAL FIRE Emergency Notices,,North Complex Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5582,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5545,,Soper Co,Soper Co,Butte,Emergency Notice - Fire,Harvest,Complete,119.87427785,,6057.86056605069,485113.9911916788,CAL FIRE Emergency Notices,,,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5546,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5544,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,854.43717685,,32951.5235803423,3457784.5766790053,CAL FIRE Emergency Notices,,2020 North Complex Fire,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5545,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5543,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,284.46747798,,5591.108295978294,1151199.0402091544,CAL FIRE Emergency Notices,,2020 Bear Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5544,Middle Fork Feather,18020123,Feather,Harvest,Harvest
2429,USDA,USFS,Federal,Butte,Thinning-Precommercial,Mechanical Fuels Reduction,Complete,25.890202564880752,,2285.9900536454857,104803.45269963334,USFS Watershed Improvement Tracking (WIT),,051103 2017 Forbestown CPFR Unit 10 Precommercial Thin,,2017.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Precommercial Thinning,2017.0,nan,,2430,Middle Fork Feather,18020123,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
2430,USDA,USFS,Federal,Butte,Thinning-Commercial,Harvest,N/A,419.5090305361855,,14270.97758891752,1143773.1802408614,USFS Watershed Improvement Tracking (WIT),,051103 Forbestown Commercial Thin,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Commercial Thinning,,nan,,2431,Middle Fork Feather,18020123,Feather,Harvest,Harvest
2445,USDA,USFS,Federal,Butte,Thinning-Precommercial,Mechanical Fuels Reduction,Complete,20.667501224680034,,1609.0509481444549,83661.75436440358,USFS Watershed Improvement Tracking (WIT),,precommercial thin,,2017.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Precommercial Thinning,2017.0,nan,,2446,Middle Fork Feather,18020123,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
2444,USDA,USFS,Federal,Butte,Thinning-Precommercial,Mechanical Fuels Reduction,Complete,24.49985847795572,,1838.1862663461445,99174.759941366,USFS Watershed Improvement Tracking (WIT),,precommercial thin,,2017.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Precommercial Thinning,2017.0,nan,,2445,Middle Fork Feather,18020123,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
2443,USDA,USFS,Federal,Butte,Wildlife Hab Improved,Restoration - Other,Complete,44.97770789651254,,1962.5429700772454,182086.17666778737,USFS Watershed Improvement Tracking (WIT),,Hardwood Enhancement,,2014.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Wildlife Hab Improved,2014.0,nan,,2444,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
2442,USDA,USFS,Federal,Butte,Thinning-Commercial,Harvest,N/A,58.66527215408723,,3445.889622016251,228026.896274121,USFS Watershed Improvement Tracking (WIT),,051103-Bloomer Sunset Commercial Thin,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Commercial Thinning,,nan,,2443,Middle Fork Feather,18020123,Feather,Harvest,Harvest
1963,USDA,USFS,Federal,Sierra,Thinning-Commercial,Harvest,N/A,516.8531370883458,,1094.4624933654597,23996.41209731567,USFS Watershed Improvement Tracking (WIT),,Chapman TS,,,,,,TAHOE NATIONAL FOREST,0517,,,,,,,,,Commercial Thinning,,nan,,1964,Middle Fork Feather,18020123,Feather,Harvest,Harvest
2441,USDA,USFS,Federal,Butte,Structure Addition-Habitat,Restoration - Other,N/A,4.831649830424245,,625.8509649018334,19558.067084764698,USFS Watershed Improvement Tracking (WIT),,21N25A_MdwStrm,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Structure Addition-Habitat,,nan,,2442,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
2439,USDA,USFS,Federal,Butte,Pipe Capping-Removal,Restoration - Other,N/A,0.13141622568164604,,83.32360357427058,531.9578622998587,USFS Watershed Improvement Tracking (WIT),,Capping vent,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Pipe Capping-Removal,,nan,,2440,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
2438,USDA,USFS,Federal,Butte,Decommission,Restoration - Other,Complete,2.10298872309773,,724.0051105777595,8512.659377090436,USFS Watershed Improvement Tracking (WIT),,20N53 Road Decommissioning 2013 from 2006 Slapjack EIS,,2013.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Decommissioning,2013.0,nan,,2439,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
2437,USDA,USFS,Federal,Butte,Meadow Restoration,Restoration - Wildfire Resilience,N/A,19.023434486290622,,1318.8012362101633,77004.0142464759,USFS Watershed Improvement Tracking (WIT),,20N24_Mdw2,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Meadow Restoration,,nan,,2438,Middle Fork Feather,18020123,Feather,Restoration - Wildfire Resilience,Restoration - Wildfire Resilience
2436,USDA,USFS,Federal,Butte,Meadow Restoration,Restoration - Wildfire Resilience,N/A,16.708923541748973,,1302.445422854594,67635.23353504117,USFS Watershed Improvement Tracking (WIT),,20N24_Mdw,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Meadow Restoration,,nan,,2437,Middle Fork Feather,18020123,Feather,Restoration - Wildfire Resilience,Restoration - Wildfire Resilience
2435,USDA,USFS,Federal,Butte,Meadow Restoration,Restoration - Wildfire Resilience,Complete,57.64003286724909,,2035.2125054815763,233318.49894498457,USFS Watershed Improvement Tracking (WIT),,Restore meadow by removing conifers,,2014.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Meadow Restoration,2014.0,nan,,2436,Middle Fork Feather,18020123,Feather,Restoration - Wildfire Resilience,Restoration - Wildfire Resilience
2434,USDA,USFS,Federal,Butte,Thinning-Precommercial,Mechanical Fuels Reduction,Complete,108.69880399556247,,2888.2167641554693,440006.4523048383,USFS Watershed Improvement Tracking (WIT),,precommercial thi,,2017.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Precommercial Thinning,2017.0,nan,,2435,Middle Fork Feather,18020123,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
2433,USDA,USFS,Federal,Butte,Thinning-Precommercial,Mechanical Fuels Reduction,Complete,8.851876845222375,,824.9024402511716,35831.996733530774,USFS Watershed Improvement Tracking (WIT),,precommercial thin,,2017.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Precommercial Thinning,2017.0,nan,,2434,Middle Fork Feather,18020123,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
2432,USDA,USFS,Federal,Butte,Decommission,Restoration - Other,Complete,9.690670324372862,,2832.7540975022675,39228.087275641956,USFS Watershed Improvement Tracking (WIT),,20N24B Road Decommissioning 2013 from 2006 Slapjack EIS,,2013.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Decommissioning,2013.0,nan,,2433,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
2431,USDA,USFS,Federal,Butte,Thinning-Commercial,Harvest,N/A,16.032908744031904,,1512.1715893875014,64900.16252904868,USFS Watershed Improvement Tracking (WIT),,051103 Morningside Salvage,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Commercial Thinning,,nan,,2432,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5542,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,221.80658605,,8027.4103759431955,897619.4072720277,CAL FIRE Emergency Notices,,2020 North Complex,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5543,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5541,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,238.69201449,,10739.328470557597,965952.3118081325,CAL FIRE Emergency Notices,,Bear Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5542,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5555,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,1039.60376751,,28356.20129934654,4207127.183301025,CAL FIRE Emergency Notices,,Bear Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5556,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5557,,Siller Brothers Inc,Siller Brothers Inc,Butte,Emergency Notice - Fire,Harvest,Complete,24.93829991,,1921.250510660267,100921.7191631635,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5558,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5567,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,317.73675966,,13697.702674210173,1285835.0464710933,CAL FIRE Emergency Notices,,Bear Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5568,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5569,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,505.76230207,,9122.14558238157,2046747.4203545447,CAL FIRE Emergency Notices,,Bear Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5570,Middle Fork Feather,18020123,Feather,Harvest,Harvest
2427,USDA,USFS,Federal,Butte,Thinning,Mechanical Fuels Reduction,Complete,31.888428543421295,,1566.1748975622797,84402.68300699904,USFS Watershed Improvement Tracking (WIT),,reduce fuels around lookout and enh. hardwood hab,,2014.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,General Thinning,2014.0,nan,,2428,Middle Fork Feather,18020123,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
5566,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,969.58634458,,27956.259062281435,3923776.7256278284,CAL FIRE Emergency Notices,,Bear Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5567,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5565,,RH Emmerson and Sons LLC,RH Emmerson and Sons LLC,Butte,Emergency Notice - Fire,Harvest,Complete,256.39453255,,6359.7752409765235,1037591.8607261439,CAL FIRE Emergency Notices,,Bear Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5566,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5561,,Siller Brothers Inc,Siller Brothers Inc,Butte,Emergency Notice - Fire,Harvest,Complete,158.93019936,,4896.788013161378,643167.6979899388,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5562,Middle Fork Feather,18020123,Feather,Harvest,Harvest
1964,USDA,USFS,Federal,Sierra,Thinning-Commercial,Harvest,N/A,753.1446044907661,,41635.02009802172,3046772.8889361434,USFS Watershed Improvement Tracking (WIT),,Fletcher Comm Thin,,,,,,TAHOE NATIONAL FOREST,0517,,,,,,,,,Commercial Thinning,,nan,,1965,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5560,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,1417.83323404,,39938.615074050336,5737767.529076201,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5561,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5559,,Siller Brothers Inc,Siller Brothers Inc,Butte,Emergency Notice - Fire,Harvest,Complete,2.37672323,,453.66641763468095,9618.257669181086,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5560,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5739,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,27.9371666,,2720.734332039025,113057.70208921845,CAL FIRE Emergency Notices,,Bear Fire (North Complex) 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5740,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5558,,Siller Brothers Inc,Siller Brothers Inc,Butte,Emergency Notice - Fire,Harvest,Complete,34.15499688,,2155.2058851908414,138220.36848793083,CAL FIRE Emergency Notices,,2020 North Complex Fire,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5559,Middle Fork Feather,18020123,Feather,Harvest,Harvest
44,CNRA,CALFIRE,STATE,Butte,PILING,Mechanical Fuels Reduction,Active,1.0,2022.0,13232.549199585512,3699010.656847832,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Piling,2022.0,CALFIRE,,45,Middle Fork Feather,18020123,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
6494,,Larry Smith,Larry Smith,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,20.57277819,2023.0,1521.710740372796,83255.07953571047,CAL FIRE Emergency Notices,,North Complex Fire 2020,,2022.0,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Post-Harvest Reforestation,2023.0,nan,0.0,6495,Middle Fork Feather,18020123,Feather,Reforestation,Reforestation
122,CNRA,CALFIRE,FEDERAL,Sierra,THIN_MAN,Mechanical Fuels Reduction,Complete,3.0,2022.0,1226.4728360581335,32573.9617068829,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Manual Thinning,2022.0,CALFIRE,,123,Middle Fork Feather,18020123,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
4094,USDA,Tahoe National Forest,,Sierra,Machine Pile Burn,Beneficial Fire,Complete,30.0,2021.0,2065.0348492095877,123229.94348359355,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,LOYALTON PINES,,2020.0,,,,,,6651001000,30.450782775878906,,,,,,,Pile Burning,2021.0,USFS,,4095,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
4095,USDA,Tahoe National Forest,,Sierra,Machine Pile Burn,Beneficial Fire,Complete,8.0,2018.0,973.9389556268889,36745.82714164067,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,"CALPINE WUI HP RX, FY19",,2018.0,,,,,,5837478010602,9.08009147644043,,,,,,,Pile Burning,2018.0,USFS,,4096,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
4096,USDA,Tahoe National Forest,,Sierra,Machine Pile Burn,Beneficial Fire,Complete,,2020.0,2027.5310358468278,144302.95223874497,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,rx of Calpine WUI HPs,,,,,,,,6854037D00,35.65803527832031,,,,,,,Pile Burning,2020.0,USFS,,4097,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
2001,USDA,USFS,Federal,Plumas,Decommission-Treatment Scale 3,Restoration - Other,N/A,0.13111949616508708,,83.23569021044175,530.595770295498,USFS Watershed Improvement Tracking (WIT),,22N17_TempRD3,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Decommissioning,,nan,,2002,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
2188,USDA,USFS,Federal,Plumas,Decommission-Treatment Scale 5,Restoration - Other,N/A,1.462540527111735,,520.0157755123419,5920.256999401142,USFS Watershed Improvement Tracking (WIT),,22-RAC,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Decommissioning,,nan,,2189,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
2189,USDA,USFS,Federal,Plumas,Meadow Restoration,Restoration - Wildfire Resilience,N/A,0.9399237485680935,,226.38283633987055,3804.798034534836,USFS Watershed Improvement Tracking (WIT),,23N61Y_Mdw,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Meadow Restoration,,nan,,2190,Middle Fork Feather,18020123,Feather,Restoration - Wildfire Resilience,Restoration - Wildfire Resilience
